sample	date	info	frequency [Hz]	impedance Re [Ohm]	impedance Im [Ohm]	amplitude sign.	area [cm^2]	flow_rate_C [l/min]	flow_rate_A [l/min]	Temperature [Cel.]	Re [Ohm*cm^2]	-Im [Ohm*cm^2]
KIT2-II_1M	2021-09-16 11:45:29	10	1378.7	0.037405	-0.010354	-0.377	5	200	1	65	0.187025	0.051770000000000004
KIT2-II_1M	2021-09-16 11:45:29	10	1834.4	0.035974	-0.0091603	-0.377	5	200	1	65	0.17987	0.045801499999999995
KIT2-II_1M	2021-09-16 11:45:29	10	2440.8	0.034095	-0.0081204	-0.377	5	200	1	65	0.170475	0.040602
KIT2-II_1M	2021-09-16 11:45:29	10	3247.7	0.032576	-0.007259300000000001	-0.377	5	200	1	65	0.16288	0.0362965
KIT2-II_1M	2021-09-16 11:45:29	10	4321.3	0.031006	-0.0064407	-0.377	5	200	1	65	0.15503	0.032203499999999996
KIT2-II_1M	2021-09-16 11:45:29	10	5749.7	0.029199	-0.0048731	-0.377	5	200	1	65	0.14599499999999999	0.0243655
KIT2-II_1M	2021-09-16 11:45:29	10	7650.3	0.028508999999999996	-0.002372	-0.377	5	200	1	65	0.14254499999999998	0.011859999999999999
KIT2-II_1M	2021-09-16 11:45:29	10	10179.0	0.028879000000000002	-0.00083527	-0.377	5	200	1	65	0.144395	0.0041763500000000005
KIT2-II_1M	2021-09-16 11:45:29	10	13544.0	0.0294	0.00021122	-0.377	5	200	1	65	0.147	-0.0010561
KIT2-II_1M	2021-09-16 11:45:29	10	18021.0	0.030232	0.00059716	-0.377	5	200	1	65	0.15116	-0.0029858000000000003
KIT2-II_1M	2021-09-16 11:45:29	10	23979.0	0.030746	0.00064947	-0.377	5	200	1	65	0.15373	-0.00324735
KIT2-II_1M	2021-09-16 11:45:29	10	31905.0	0.02804	0.0025307	-0.377	5	200	1	65	0.1402	-0.0126535
KIT2-II_1M	2021-09-16 11:45:29	10	42452.0	0.030914999999999998	0.0012720000000000001	-0.377	5	200	1	65	0.154575	-0.006360000000000001
KIT2-II_1M	2021-09-16 11:45:29	10	56484.0	0.029205000000000002	0.0032015	-0.377	5	200	1	65	0.14602500000000002	-0.0160075
KIT2-II_1M	2021-09-16 11:45:29	10	75156.0	0.025897000000000003	0.0040361	-0.377	5	200	1	65	0.12948500000000002	-0.0201805
KIT2-II_1M	2021-09-16 11:45:29	10	100000.0	0.030936	0.008682500000000001	-0.377	5	200	1	65	0.15468	-0.04341250000000001
KIT2-II_1M	2021-09-16 11:45:29	10	75156.0	0.028584	0.0054487	-0.377	5	200	1	65	0.14292	-0.0272435
KIT2-II_1M	2021-09-16 11:45:29	10	56484.0	0.030123	0.0031936	-0.377	5	200	1	65	0.150615	-0.015968
KIT2-II_1M	2021-09-16 11:45:29	10	42452.0	0.0292	0.0027681999999999997	-0.377	5	200	1	65	0.146	-0.013841
KIT2-II_1M	2021-09-16 11:45:29	10	31905.0	0.030197	0.001	-0.377	5	200	1	65	0.150985	-0.005
KIT2-II_1M	2021-09-16 11:45:29	10	23979.0	0.029889999999999996	0.0011455	-0.377	5	200	1	65	0.14944999999999997	-0.0057275
KIT2-II_1M	2021-09-16 11:45:29	10	18021.0	0.030249	0.00046223	-0.377	5	200	1	65	0.15124500000000002	-0.00231115
KIT2-II_1M	2021-09-16 11:45:29	10	13544.0	0.029588	0.00021505	-0.377	5	200	1	65	0.14794	-0.00107525
KIT2-II_1M	2021-09-16 11:45:29	10	10179.0	0.028666000000000004	-0.0011282	-0.377	5	200	1	65	0.14333	0.005641
KIT2-II_1M	2021-09-16 11:45:29	10	7650.3	0.028551	-0.0024701999999999997	-0.377	5	200	1	65	0.142755	0.012350999999999997
KIT2-II_1M	2021-09-16 11:45:29	10	5749.7	0.029276	-0.0049388999999999995	-0.377	5	200	1	65	0.14638	0.024694499999999998
KIT2-II_1M	2021-09-16 11:45:29	10	4321.3	0.030987999999999998	-0.0063641	-0.377	5	200	1	65	0.15494	0.0318205
KIT2-II_1M	2021-09-16 11:45:29	10	3247.7	0.032788	-0.007289	-0.377	5	200	1	65	0.16393999999999997	0.036445000000000005
KIT2-II_1M	2021-09-16 11:45:29	10	2440.8	0.034181	-0.008204099999999999	-0.377	5	200	1	65	0.17090500000000003	0.041020499999999994
KIT2-II_1M	2021-09-16 11:45:29	10	1834.4	0.035992	-0.009438799999999999	-0.377	5	200	1	65	0.17996	0.04719399999999999
KIT2-II_1M	2021-09-16 11:45:29	10	1378.7	0.037696	-0.010371	-0.377	5	200	1	65	0.18848	0.051855
KIT2-II_1M	2021-09-16 11:45:29	10	1036.2	0.039181	-0.011587	-0.377	5	200	1	65	0.195905	0.057935
KIT2-II_1M	2021-09-16 11:45:29	10	778.75	0.040986	-0.013059000000000001	-0.377	5	200	1	65	0.20493	0.065295
KIT2-II_1M	2021-09-16 11:45:29	10	585.28	0.043022000000000005	-0.014966	-0.377	5	200	1	65	0.21511000000000002	0.07483000000000001
KIT2-II_1M	2021-09-16 11:45:29	10	439.87	0.045393	-0.016912	-0.377	5	200	1	65	0.22696500000000003	0.08456
KIT2-II_1M	2021-09-16 11:45:29	10	330.59	0.047785	-0.019266	-0.377	5	200	1	65	0.238925	0.09633
KIT2-II_1M	2021-09-16 11:45:29	10	248.46	0.051322	-0.022353	-0.377	5	200	1	65	0.25661	0.111765
KIT2-II_1M	2021-09-16 11:45:29	10	186.73	0.053921000000000004	-0.02528	-0.377	5	200	1	65	0.26960500000000004	0.1264
KIT2-II_1M	2021-09-16 11:45:29	10	140.34	0.057916999999999996	-0.029226	-0.377	5	200	1	65	0.289585	0.14612999999999998
KIT2-II_1M	2021-09-16 11:45:29	10	105.48	0.062419	-0.033839999999999995	-0.377	5	200	1	65	0.312095	0.16919999999999996
KIT2-II_1M	2021-09-16 11:45:29	10	79.271	0.067669	-0.039216	-0.377	5	200	1	65	0.338345	0.19608
KIT2-II_1M	2021-09-16 11:45:29	10	59.52	0.074419	-0.045797000000000004	-0.377	5	200	1	65	0.372095	0.22898500000000002
KIT2-II_1M	2021-09-16 11:45:29	10	44.261	0.083035	-0.053187	-0.377	5	200	1	65	0.41517499999999996	0.265935
KIT2-II_1M	2021-09-16 11:45:29	10	32.576	0.09395	-0.061344	-0.377	5	200	1	65	0.46975	0.30672
KIT2-II_1M	2021-09-16 11:45:29	10	23.713	0.10789000000000001	-0.06888999999999999	-0.377	5	200	1	65	0.5394500000000001	0.34445
KIT2-II_1M	2021-09-16 11:45:29	10	17.058	0.1244	-0.07517	-0.377	5	200	1	65	0.622	0.37585
KIT2-II_1M	2021-09-16 11:45:29	10	12.117	0.14037	-0.08078400000000001	-0.377	5	200	1	65	0.70185	0.40392000000000006
KIT2-II_1M	2021-09-16 11:45:29	10	8.4915	0.15575	-0.087873	-0.377	5	200	1	65	0.77875	0.439365
KIT2-II_1M	2021-09-16 11:45:29	10	5.8653	0.17117000000000002	-0.1002	-0.377	5	200	1	65	0.8558500000000001	0.501
KIT2-II_1M	2021-09-16 11:45:29	10	3.9894	0.19130999999999998	-0.12104000000000001	-0.377	5	200	1	65	0.9565499999999999	0.6052000000000001
KIT2-II_1M	2021-09-16 11:45:29	10	2.6693	0.22359	-0.1515	-0.377	5	200	1	65	1.11795	0.7575
KIT2-II_1M	2021-09-16 11:45:29	10	1.7553	0.27899	-0.1893	-0.377	5	200	1	65	1.3949500000000001	0.9465
KIT2-II_1M	2021-09-16 11:45:29	10	1.1334	0.37579	-0.21122	-0.377	5	200	1	65	1.8789500000000001	1.0561
KIT2-II_1M	2021-09-16 11:45:29	10	0.7181	0.49353	-0.16460999999999998	-0.377	5	200	1	65	2.46765	0.8230499999999998
KIT2-II_1M	2021-09-16 11:45:29	10	0.44623	0.53689	-0.030218000000000002	-0.377	5	200	1	65	2.68445	0.15109
KIT2-II_1M	2021-09-16 11:45:29	10	0.27192	0.48202	0.041329000000000005	-0.377	5	200	1	65	2.4101	-0.20664500000000002
